model,price,transmission,mileage,fuelType,tax,mpg,engineSize,age
 E Class,26385,Semi-Auto,4298,Diesel,145,67.3,2.0,6
 E Class,26335,Semi-Auto,5690,Diesel,145,67.3,2.0,6
 A Class,17906,Automatic,8396,Petrol,145,53.3,1.3,7
 E Class,28706,Semi-Auto,15012,Diesel,145,58.9,2.0,6
 E Class,20052,Automatic,25072,Diesel,20,67.3,2.0,9
 CLS Class,45386,Automatic,2987,Diesel,145,47.9,2.9,6
 GLA Class,23842,Semi-Auto,10295,Diesel,145,67.3,2.1,6
 C Class,30672,Automatic,3946,Diesel,145,57.7,2.0,6
 C Class,23111,Semi-Auto,24698,Petrol,145,47.1,2.0,8
 E Class,29992,Automatic,5310,Diesel,145,51.4,3.0,7
 C Class,26176,Semi-Auto,9463,Petrol,145,46.3,1.5,6
 A Class,19284,Semi-Auto,12198,Diesel,145,65.7,1.5,6
 C Class,25092,Automatic,22700,Diesel,145,54.3,2.1,8
 C Class,23401,Semi-Auto,11457,Petrol,145,47.1,2.0,8
 E Class,21156,Automatic,15815,Diesel,145,67.3,2.0,8
 C Class,26176,Semi-Auto,14232,Petrol,145,47.1,1.5,6
 GLE Class,49792,Semi-Auto,8569,Diesel,150,35.8,2.0,6
 C Class,16911,Semi-Auto,32390,Diesel,150,65.7,1.6,8
 C Class,15142,Semi-Auto,48000,Diesel,20,64.2,2.1,10
 C Class,23942,Automatic,30124,Petrol,160,43.5,2.0,8
 B Class,25810,Semi-Auto,8290,Diesel,145,55.4,2.0,6
 C Class,27780,Semi-Auto,7109,Diesel,145,60.1,1.6,6
 B Class,19090,Manual,5830,Diesel,145,65.7,2.1,6
 GLA Class,18812,Semi-Auto,39000,Diesel,145,64.2,2.1,8
 E Class,36450,Automatic,5786,Diesel,145,42.8,2.0,6
 CL Class,25920,Automatic,4312,Petrol,145,44.8,1.3,6
 A Class,22524,Semi-Auto,10772,Diesel,145,67.3,1.5,6
 A Class,18964,Semi-Auto,15303,Diesel,145,65.7,1.5,6
 C Class,16892,Semi-Auto,35464,Diesel,30,64.2,2.1,10
 E Class,34526,Automatic,2320,Diesel,145,57.7,2.0,6
 E Class,16306,Automatic,25922,Diesel,125,58.9,2.1,9
 CL Class,15362,Manual,50743,Diesel,145,65.7,2.1,8
 CL Class,22452,Automatic,24543,Diesel,145,67.3,2.1,8
 A Class,17572,Semi-Auto,15899,Diesel,145,68.9,2.1,7
 A Class,15042,Manual,18033,Diesel,20,72.4,1.5,8
 C Class,22706,Automatic,6602,Petrol,145,44.1,1.6,6
 C Class,15872,Manual,30000,Petrol,125,53.3,2.0,8
 CLS Class,19383,Automatic,42651,Diesel,145,56.5,2.1,9
 C Class,27696,Automatic,11890,Diesel,145,60.1,1.6,6
 CL Class,20952,Manual,7077,Petrol,145,51.4,1.6,6
 GLA Class,22162,Automatic,13249,Diesel,145,56.5,2.1,7
 C Class,39336,Automatic,12157,Petrol,300,32.8,4.0,8
 E Class,18836,Automatic,26722,Diesel,145,72.4,2.0,8
 C Class,31664,Automatic,19067,Petrol,145,35.8,3.0,8
 E Class,42450,Automatic,150,Petrol,145,31.7,3.0,6
 C Class,16092,Semi-Auto,48000,Diesel,20,65.7,2.1,8
 V Class,38782,Semi-Auto,15640,Diesel,145,45.6,2.2,7
 GLS Class,46002,Automatic,28416,Diesel,145,37.2,3.0,8
 GLS Class,57526,Automatic,8353,Diesel,145,34.0,3.0,6
 A Class,20340,Manual,5902,Petrol,145,28.5,1.3,6
 A Class,23700,Semi-Auto,8829,Diesel,145,62.8,1.5,6
 V Class,45800,Automatic,18,Diesel,145,36.2,2.0,6
 GLC Class,37680,Automatic,4895,Diesel,145,40.9,2.0,6
 E Class,39680,Automatic,8720,Diesel,145,70.6,2.0,6
 C Class,36350,Automatic,17009,Diesel,145,61.4,2.0,6
 CL Class,29066,Automatic,3220,Petrol,145,39.8,2.0,6
 E Class,12995,Semi-Auto,48422,Diesel,125,57.7,2.1,11
 GLA Class,16495,Semi-Auto,19000,Diesel,20,62.8,2.1,10
 E Class,16691,Semi-Auto,48584,Diesel,125,61.4,2.1,10
 A Class,16512,Semi-Auto,31011,Petrol,125,52.3,1.6,9
 SL CLASS,20191,Semi-Auto,24584,Petrol,145,47.9,2.0,8
 A Class,15071,Semi-Auto,27663,Diesel,20,74.3,1.5,9
 A Class,25342,Semi-Auto,55195,Petrol,200,40.9,2.0,9
 GLE Class,51912,Semi-Auto,3713,Diesel,150,32.8,2.9,6
 GL Class,38362,Semi-Auto,17000,Diesel,305,36.2,3.0,9
 C Class,21011,Semi-Auto,18955,Diesel,30,61.4,2.1,8
 GLA Class,20822,Automatic,10002,Petrol,145,44.8,1.6,7
 C Class,39991,Automatic,1987,Petrol,145,44.1,2.0,6
 C Class,48491,Automatic,11347,Petrol,145,30.4,3.0,6
 C Class,38991,Automatic,4811,Diesel,145,61.4,2.0,6
 B Class,26991,Automatic,275,Diesel,145,55.4,2.0,6
 E Class,37991,Automatic,3790,Diesel,145,45.6,2.0,6
 C Class,41491,Automatic,2430,Diesel,145,55.4,2.0,6
 C Class,18258,Semi-Auto,51304,Diesel,150,60.1,2.1,8
 GLC Class,30941,Semi-Auto,8841,Diesel,150,41.5,2.1,6
 S Class,40796,Semi-Auto,10577,Diesel,150,52.3,3.0,7
 A Class,21995,Semi-Auto,8122,Diesel,145,56.5,2.0,6
 C Class,40980,Semi-Auto,22547,Petrol,300,34.5,4.0,8
 E Class,19802,Semi-Auto,9582,Petrol,160,46.3,2.0,9
 GLC Class,36851,Semi-Auto,281,Diesel,145,44.8,2.0,5
 GLC Class,41620,Automatic,9125,Diesel,145,40.4,2.0,6
 GLC Class,39200,Semi-Auto,5401,Diesel,145,43.5,2.0,6
 A Class,23340,Automatic,10355,Petrol,145,53.3,1.3,6
 A Class,18990,Semi-Auto,14576,Diesel,145,68.9,1.5,6
 A Class,19560,Semi-Auto,16578,Diesel,145,65.7,1.5,6
 E Class,22151,Semi-Auto,24335,Diesel,145,61.4,2.0,8
 GLC Class,28962,Semi-Auto,10132,Diesel,200,47.9,3.0,8
 E Class,21972,Semi-Auto,44000,Diesel,30,65.7,2.0,8
 A Class,25991,Semi-Auto,5797,Diesel,145,62.8,1.5,5
 E Class,43750,Automatic,150,Diesel,145,47.1,3.0,6
 B Class,23480,Automatic,150,Diesel,145,55.4,2.0,6
 B Class,21450,Automatic,5683,Diesel,145,55.4,2.0,6
 C Class,36420,Automatic,6650,Diesel,145,64.2,1.6,6
 E Class,49010,Automatic,150,Petrol,145,32.5,3.0,6
 CL Class,20932,Semi-Auto,25276,Petrol,145,53.3,1.6,7
 C Class,36090,Automatic,6374,Petrol,145,30.4,3.0,6
 C Class,22890,Semi-Auto,20077,Diesel,20,67.3,2.1,9
 CLS Class,20990,Semi-Auto,44444,Diesel,160,51.4,3.0,9
 C Class,27490,Semi-Auto,11000,Diesel,145,57.7,2.0,6
 E Class,30890,Semi-Auto,26011,Petrol,145,33.6,3.0,8
 GLE Class,31990,Semi-Auto,17599,Diesel,150,42.8,3.0,8
 GLE Class,30990,Semi-Auto,66000,Diesel,305,39.2,3.0,10
 GLC Class,27890,Semi-Auto,14891,Diesel,150,56.5,2.1,8
 C Class,15890,Semi-Auto,34499,Diesel,20,65.7,2.1,9
 GLC Class,33890,Semi-Auto,22499,Petrol,150,34.0,3.0,8
 C Class,33890,Semi-Auto,9290,Petrol,145,36.2,3.0,7
 A Class,17107,Automatic,21050,Diesel,145,67.3,2.1,8
 C Class,14420,Manual,33273,Diesel,20,65.7,2.1,8
 C Class,12995,Automatic,45024,Diesel,20,64.2,2.1,10
 B Class,15812,Manual,2681,Diesel,145,68.9,1.5,7
 GLC Class,32526,Semi-Auto,10574,Diesel,145,42.2,2.1,6
 A Class,19182,Semi-Auto,7807,Diesel,145,65.7,1.5,6
 E Class,25676,Semi-Auto,9155,Diesel,145,72.4,2.0,6
 C Class,24202,Automatic,8252,Petrol,145,45.6,1.5,6
 E Class,23963,Automatic,9074,Diesel,145,61.4,2.0,7
 C Class,30436,Automatic,10335,Diesel,145,57.7,2.0,6
 C Class,31216,Automatic,4463,Diesel,145,57.7,2.0,6
 E Class,29966,Automatic,7278,Diesel,145,58.9,2.0,6
 A Class,14581,Semi-Auto,51284,Petrol,125,53.3,1.6,9
 E Class,15395,Semi-Auto,50900,Diesel,125,56.5,2.1,10
 A Class,20795,Semi-Auto,19400,Petrol,160,45.6,2.0,8
 C Class,12999,Manual,47709,Diesel,20,65.7,2.1,10
 CL Class,15995,Semi-Auto,65000,Diesel,20,70.6,2.1,10
 C Class,12995,Manual,22852,Petrol,125,53.3,2.0,10
 A Class,13999,Semi-Auto,35000,Diesel,20,64.2,2.1,11
 C Class,22900,Semi-Auto,4500,Petrol,145,44.1,1.5,7
 A Class,24711,Semi-Auto,3653,Petrol,150,53.3,1.3,6
 GLE Class,31982,Semi-Auto,25263,Diesel,240,42.8,3.0,9
 CLS Class,14972,Semi-Auto,64777,Diesel,205,47.1,3.0,12
 B Class,16846,Manual,2780,Petrol,150,49.6,1.6,6
 CLS Class,22450,Semi-Auto,39652,Diesel,160,49.6,3.0,9
 E Class,19990,Semi-Auto,47805,Diesel,145,54.3,3.0,9
 C Class,22990,Semi-Auto,32373,Diesel,145,61.4,2.1,7
 C Class,18890,Semi-Auto,25066,Diesel,145,64.2,2.1,8
 GLA Class,19890,Semi-Auto,9989,Diesel,145,56.5,2.1,8
 GLE Class,36990,Semi-Auto,16000,Diesel,145,39.2,3.0,7
 A Class,27990,Semi-Auto,159,Petrol,145,53.3,1.3,5
 A Class,24990,Manual,208,Petrol,145,47.1,1.3,5
 A Class,32690,Semi-Auto,4104,Petrol,150,35.3,2.0,6
 E Class,17450,Semi-Auto,48643,Diesel,125,58.9,2.1,9
 SL CLASS,19812,Semi-Auto,21455,Petrol,145,47.9,2.0,9
 CL Class,28891,Semi-Auto,2512,Petrol,145,44.8,1.3,5
 V Class,38200,Automatic,3974,Diesel,145,45.6,2.2,6
 C Class,35891,Automatic,4721,Diesel,145,64.2,2.0,6
 GLC Class,33190,Automatic,7163,Diesel,145,44.8,2.0,6
 E Class,20662,Semi-Auto,44965,Diesel,20,67.3,2.0,8
 CL Class,22072,Semi-Auto,10600,Petrol,145,53.3,1.6,7
 E Class,23462,Semi-Auto,17360,Diesel,145,51.4,3.0,8
 C Class,21991,Semi-Auto,32924,Diesel,20,67.3,2.1,9
 C Class,33690,Semi-Auto,12055,Petrol,145,40.9,4.0,7
 GLC Class,31990,Semi-Auto,29360,Petrol,300,34.0,3.0,9
 A Class,25490,Semi-Auto,1301,Petrol,145,53.3,1.3,5
 C Class,37790,Semi-Auto,2200,Petrol,145,29.4,3.0,6
 A Class,29090,Semi-Auto,25965,Petrol,200,40.9,2.0,8
 E Class,26490,Semi-Auto,17993,Diesel,145,58.9,2.0,7
 C Class,14290,Semi-Auto,53227,Petrol,125,52.3,2.0,10
 A Class,23890,Semi-Auto,6367,Petrol,145,53.3,1.3,6
 C Class,20990,Semi-Auto,3239,Diesel,145,65.7,1.6,6
 E Class,22372,Semi-Auto,40950,Diesel,30,61.4,2.0,9
 C Class,21111,Semi-Auto,24900,Diesel,30,61.4,2.1,8
 GLC Class,30582,Semi-Auto,12972,Diesel,145,56.5,2.1,6
 GLA Class,19981,Semi-Auto,30523,Diesel,125,56.5,2.1,8
 C Class,18171,Semi-Auto,35517,Petrol,145,49.6,2.0,7
 E Class,15491,Semi-Auto,36217,Diesel,125,57.7,2.1,11
 GLA Class,20490,Semi-Auto,10266,Petrol,145,44.8,1.6,7
 C Class,35891,Automatic,4167,Diesel,145,61.4,2.0,6
 GLA Class,20391,Semi-Auto,14407,Diesel,125,56.5,2.1,9
 A Class,18972,Semi-Auto,24340,Petrol,145,52.3,1.6,7
 GLC Class,28982,Semi-Auto,25426,Diesel,145,56.5,2.1,7
 C Class,15135,Semi-Auto,40312,Petrol,125,52.3,2.0,10
 SL CLASS,34120,Automatic,1623,Petrol,145,47.1,2.0,6
 A Class,35981,Semi-Auto,2185,Petrol,145,35.8,2.0,5
 A Class,22760,Semi-Auto,6543,Diesel,145,67.3,1.5,6
 GLC Class,31480,Semi-Auto,15101,Diesel,145,41.5,2.1,6
 C Class,23490,Semi-Auto,10530,Petrol,145,46.3,1.5,6
 CL Class,22380,Manual,10000,Petrol,145,44.1,1.6,6
 E Class,11650,Semi-Auto,51770,Diesel,125,58.9,2.1,11
 B Class,13990,Semi-Auto,45782,Diesel,20,68.9,2.1,9
 B Class,9701,Semi-Auto,27430,Diesel,20,68.9,1.5,11
 CL Class,18956,Semi-Auto,23592,Diesel,20,67.3,2.1,8
 A Class,17150,Semi-Auto,18750,Diesel,145,68.9,2.1,8
 GLA Class,15250,Manual,23247,Diesel,20,64.2,2.1,10
 E Class,42981,Automatic,3520,Diesel,145,57.7,2.0,6
 GLC Class,35981,Automatic,3656,Diesel,145,44.8,2.0,6
 GLA Class,13995,Semi-Auto,40423,Diesel,30,62.8,2.1,11
 E Class,21990,Semi-Auto,24000,Diesel,145,65.7,2.0,8
 C Class,17490,Automatic,20000,Diesel,145,64.2,2.1,8
 C Class,34990,Automatic,19500,Petrol,145,35.3,3.0,7
 C Class,19750,Semi-Auto,31467,Diesel,30,64.2,2.1,9
 A Class,11000,Manual,55312,Diesel,125,61.4,1.8,12
 C Class,19000,Semi-Auto,17329,Diesel,20,68.9,2.1,8
 GLA Class,17880,Semi-Auto,20019,Diesel,125,56.6,2.1,8
 C Class,20690,Semi-Auto,15750,Petrol,145,48.7,2.0,7
 GLA Class,18590,Semi-Auto,21634,Diesel,125,56.5,2.1,9
 A Class,23490,Automatic,5999,Diesel,145,67.3,1.5,6
 A Class,25490,Automatic,8812,Diesel,145,62.8,1.5,6
 A Class,20690,Manual,4212,Petrol,145,47.1,1.3,6
 A Class,20990,Automatic,3234,Diesel,145,68.9,1.5,6
 A Class,23490,Automatic,2245,Petrol,145,28.5,1.3,6
 GLA Class,23790,Automatic,3467,Petrol,145,37.2,1.6,6
 E Class,34990,Automatic,3190,Diesel,145,57.7,2.0,6
 A Class,25490,Automatic,1895,Diesel,145,56.5,2.0,6
 A Class,21490,Automatic,3206,Diesel,145,65.7,1.5,6
 CLS Class,13495,Automatic,48500,Diesel,145,54.3,2.1,12
 A Class,16289,Manual,14229,Petrol,145,51.4,1.6,7
 A Class,10489,Manual,70360,Diesel,125,61.4,1.8,11
 C Class,15789,Semi-Auto,42164,Diesel,30,64.2,2.1,10
 A Class,15989,Manual,10973,Petrol,150,51.4,1.6,8
 A Class,14789,Manual,37006,Diesel,20,68.9,1.5,9
 A Class,17490,Manual,13297,Petrol,145,51.4,1.6,7
 A Class,14495,Manual,25605,Diesel,20,72.4,1.5,9
 A Class,14371,Manual,18383,Diesel,20,72.4,1.5,8
 S Class,79950,Semi-Auto,25317,Petrol,570,24.1,6.0,9
 A Class,24490,Semi-Auto,5560,Diesel,145,62.8,1.5,5
 C Class,28466,Automatic,4938,Diesel,145,61.4,2.0,6
 C Class,26396,Semi-Auto,14107,Diesel,145,61.4,2.0,6
 C Class,32026,Automatic,11471,Diesel,145,57.7,2.0,6
 C Class,20503,Automatic,80612,Petrol,200,42.8,2.0,9
 E Class,20342,Semi-Auto,41547,Diesel,20,72.4,2.0,8
 SL CLASS,40321,Semi-Auto,18513,Petrol,145,36.7,3.0,8
 GLE Class,44176,Automatic,13340,Petrol,570,23.9,5.5,10
 GLA Class,18532,Semi-Auto,23111,Diesel,20,67.3,2.1,9
 GLC Class,29062,Automatic,23995,Diesel,145,47.9,3.0,8
 SL CLASS,18812,Manual,13264,Petrol,145,48.7,1.6,8
 E Class,31490,Semi-Auto,3948,Diesel,145,45.6,2.0,6
 C Class,26990,Semi-Auto,1237,Petrol,145,46.3,1.5,6
 B Class,22990,Semi-Auto,1606,Diesel,145,55.4,2.0,6
 E Class,13590,Semi-Auto,34840,Diesel,125,58.9,2.1,11
 CL Class,18289,Semi-Auto,26900,Diesel,125,58.9,2.1,8
 GLA Class,16810,Manual,27248,Diesel,20,67.3,2.1,8
 GLA Class,16300,Manual,25150,Diesel,20,67.3,2.1,8
 C Class,18500,Automatic,8940,Diesel,30,64.2,2.1,10
 GLA Class,21680,Semi-Auto,8650,Diesel,125,56.5,2.1,8
 A Class,9595,Manual,57000,Diesel,20,72.4,1.5,12
 C Class,15495,Semi-Auto,21064,Petrol,125,52.3,2.0,10
 GLC Class,26995,Semi-Auto,20696,Diesel,150,56.5,2.1,7
 X-CLASS,22995,Automatic,500,Diesel,260,35.8,2.3,6
 E Class,32490,Semi-Auto,3375,Diesel,145,42.8,2.0,6
 B Class,22990,Automatic,2486,Diesel,145,55.4,2.0,6
 E Class,38990,Semi-Auto,648,Diesel,145,43.5,3.0,5
 A Class,28490,Semi-Auto,768,Diesel,145,56.5,2.0,5
 B Class,24490,Automatic,1677,Diesel,145,55.4,2.0,6
 GLC Class,36490,Automatic,2450,Diesel,145,40.9,2.0,6
 A Class,28490,Semi-Auto,497,Diesel,145,56.5,2.0,5
 A Class,22990,Automatic,3055,Diesel,145,56.5,2.0,6
 A Class,27990,Semi-Auto,697,Petrol,145,53.3,1.3,5
 GLC Class,24490,Semi-Auto,34937,Diesel,145,56.5,2.1,8
 A Class,20990,Semi-Auto,1677,Diesel,145,56.5,2.0,6
 GLC Class,18990,Semi-Auto,76452,Diesel,125,56.5,2.1,9
 C Class,18490,Semi-Auto,36688,Diesel,30,64.2,1.6,9
 E Class,23890,Semi-Auto,14098,Diesel,145,72.4,2.0,6
 CL Class,18490,Automatic,50964,Petrol,200,42.8,2.0,9
 GLA Class,17990,Semi-Auto,29057,Diesel,145,67.3,2.1,8
 CL Class,28490,Semi-Auto,25000,Petrol,200,40.9,2.0,9
 GLC Class,31975,Automatic,10516,Diesel,145,56.5,2.1,7
 C Class,22995,Semi-Auto,21590,Petrol,145,47.1,2.0,8
 GLC Class,40850,Semi-Auto,10771,Petrol,145,34.0,3.0,6
 A Class,21950,Semi-Auto,2151,Diesel,145,56.5,2.0,6
 B Class,17495,Semi-Auto,6500,Petrol,150,51.4,1.6,7
 C Class,21950,Semi-Auto,25270,Hybrid,135,74.3,2.1,8
 A Class,26950,Semi-Auto,21940,Petrol,150,40.9,2.0,8
 A Class,77850,Automatic,7880,Petrol,145,30.1,4.0,7
 G Class,99850,Semi-Auto,10000,Petrol,570,20.5,5.5,10
 CL Class,24490,Semi-Auto,26886,Petrol,200,39.8,2.0,11
 GLC Class,24990,Semi-Auto,38200,Diesel,125,56.5,2.1,8
 C Class,49990,Semi-Auto,19870,Petrol,145,32.8,4.0,7
 CL Class,19990,Semi-Auto,42635,Diesel,150,67.3,2.1,7
 GLA Class,18495,Semi-Auto,27292,Diesel,125,56.5,2.1,9
 A Class,17495,Manual,8717,Petrol,150,49.6,1.6,7
 A Class,17595,Automatic,13081,Petrol,145,52.3,1.6,8
 C Class,23400,Semi-Auto,35270,Diesel,30,65.7,2.1,8
 C Class,21958,Semi-Auto,14105,Diesel,145,61.4,2.1,8
 B Class,24790,Semi-Auto,7463,Diesel,145,55.4,2.0,6
 C Class,24490,Semi-Auto,6877,Diesel,145,61.4,2.1,6
 C Class,23390,Semi-Auto,16045,Diesel,145,58.9,2.0,7
 SL CLASS,18490,Semi-Auto,35452,Diesel,30,70.6,2.1,9
 B Class,8490,Manual,75894,Diesel,0,74.3,1.5,11
 CLS Class,21490,Semi-Auto,28415,Diesel,160,51.4,3.0,9
 A Class,25490,Semi-Auto,5499,Petrol,150,45.6,2.0,6
 GLC Class,22990,Semi-Auto,31289,Diesel,125,56.5,2.1,10
 GLC Class,23490,Semi-Auto,40023,Diesel,150,56.5,2.1,8
 X-CLASS,22495,Automatic,500,Diesel,260,35.8,2.3,6
 X-CLASS,37495,Automatic,7820,Diesel,260,31.4,3.0,7
 X-CLASS,27995,Automatic,2750,Diesel,260,35.8,2.3,6
 X-CLASS,32995,Automatic,600,Diesel,260,31.4,3.0,6
 GLA Class,23490,Semi-Auto,1734,Petrol,150,44.8,1.6,5
 GLC Class,24990,Semi-Auto,56263,Diesel,125,56.5,2.1,8
 GLE Class,30490,Semi-Auto,28975,Diesel,265,42.8,3.0,8
 GLC Class,23490,Semi-Auto,29300,Diesel,125,56.5,2.1,9
 C Class,15890,Semi-Auto,54000,Diesel,30,64.2,2.1,10
 GLA Class,21990,Semi-Auto,10400,Petrol,145,48.7,1.6,7
 A Class,23995,Automatic,3500,Diesel,145,65.7,1.5,6
 GLC Class,49995,Semi-Auto,5000,Petrol,145,26.4,3.0,5
 C Class,39994,Semi-Auto,2499,Diesel,145,55.4,2.0,5
 B Class,25995,Semi-Auto,648,Diesel,145,55.4,2.0,5
 C Class,39994,Semi-Auto,2499,Diesel,145,55.4,2.0,5
 GLA Class,24995,Semi-Auto,2499,Petrol,145,37.2,1.6,5
 GLC Class,39995,Semi-Auto,1250,Diesel,145,40.9,2.0,5
 V Class,45394,Automatic,1350,Diesel,145,36.2,2.0,6
 A Class,25995,Automatic,5000,Diesel,145,62.8,1.5,5
 A Class,14990,Semi-Auto,22350,Diesel,20,70.6,2.1,9
 SLK,14365,Semi-Auto,34465,Petrol,200,43.5,2.0,10
 B Class,11990,Manual,43069,Diesel,145,68.9,1.5,8
 C Class,28395,Semi-Auto,3610,Petrol,145,44.1,2.0,6
 GLC Class,27994,Semi-Auto,12567,Diesel,145,56.5,2.1,7
 C Class,25494,Automatic,4158,Petrol,145,46.3,1.5,6
 GLC Class,28985,Automatic,14123,Diesel,145,56.5,2.1,6
 GLE Class,26295,Semi-Auto,27595,Diesel,260,42.8,3.0,9
 B Class,19295,Semi-Auto,11641,Petrol,145,45.6,1.3,6
 CLS Class,41495,Automatic,8376,Petrol,145,36.2,3.0,7
 C Class,24994,Semi-Auto,9009,Petrol,145,55.4,2.0,7
 V Class,45394,Automatic,147,Diesel,145,36.2,2.0,6
 C Class,23995,Semi-Auto,12137,Diesel,145,67.3,2.1,7
 E Class,26490,Semi-Auto,20316,Diesel,145,70.6,2.0,7
 GLC Class,28490,Automatic,30199,Diesel,145,56.5,2.1,8
 C Class,20990,Semi-Auto,15088,Diesel,30,61.4,2.1,8
 E Class,18990,Semi-Auto,33499,Diesel,30,65.7,2.0,9
 CLS Class,21890,Semi-Auto,12190,Diesel,150,57.7,2.1,8
 GLA Class,17880,Semi-Auto,20019,Diesel,125,56.6,2.1,8
 CL Class,17090,Manual,17094,Petrol,145,51.4,1.6,7
 C Class,14307,Manual,25820,Petrol,125,53.3,2.0,8
 C Class,18450,Semi-Auto,34650,Diesel,145,61.4,2.1,7
 A Class,24990,Automatic,20000,Diesel,145,62.8,1.5,6
 GLC Class,31490,Semi-Auto,9569,Diesel,145,42.2,2.1,6
 B Class,19490,Semi-Auto,7698,Petrol,145,51.4,1.6,6
 A Class,19990,Semi-Auto,14502,Diesel,145,65.7,1.5,6
 B Class,19790,Semi-Auto,14554,Petrol,145,45.6,1.3,6
 C Class,26890,Semi-Auto,14085,Diesel,145,56.5,2.0,7
 GLC Class,50990,Automatic,8550,Petrol,145,27.4,4.0,7
 A Class,16790,Manual,23899,Diesel,145,68.9,1.5,8
 CLS Class,16990,Semi-Auto,42980,Diesel,145,54.3,2.1,11
 SL CLASS,19990,Semi-Auto,22530,Diesel,150,70.6,2.1,8
 C Class,24995,Automatic,3485,Petrol,145,46.3,1.5,6
 C Class,14995,Automatic,48054,Diesel,145,64.2,2.1,8
 V Class,45394,Automatic,2020,Diesel,145,36.2,2.0,6
 GLE Class,47995,Automatic,11000,Diesel,145,36.7,2.0,6
 A Class,20995,Semi-Auto,5000,Diesel,145,65.7,1.5,6
 C Class,22766,Automatic,4200,Petrol,145,47.1,2.0,7
 A Class,20682,Semi-Auto,3568,Petrol,145,28.5,1.3,7
 SL CLASS,19490,Semi-Auto,11335,Diesel,30,70.6,2.1,9
 GLA Class,16990,Semi-Auto,26912,Diesel,125,56.5,2.1,10
 GLC Class,29990,Semi-Auto,22420,Diesel,145,56.5,2.1,7
 C Class,21290,Semi-Auto,14640,Diesel,145,61.4,2.0,6
 E Class,25490,Semi-Auto,6529,Petrol,145,42.2,2.0,6
 C Class,24990,Semi-Auto,10010,Petrol,145,46.3,1.5,7
 CL Class,17990,Semi-Auto,18024,Diesel,30,62.8,2.1,11
 SL CLASS,43990,Semi-Auto,25939,Petrol,565,28.5,5.5,11
 C Class,23990,Semi-Auto,9160,Petrol,150,45.6,1.5,6
 C Class,16990,Semi-Auto,36798,Diesel,30,64.2,2.1,10
 A Class,18490,Semi-Auto,5034,Petrol,150,52.3,1.6,7
 SL CLASS,18990,Semi-Auto,29799,Diesel,30,70.6,2.1,9
 E Class,23690,Semi-Auto,14295,Diesel,145,72.4,2.0,6
 C Class,24890,Semi-Auto,7859,Petrol,145,40.4,2.0,7
 A Class,22490,Semi-Auto,12564,Diesel,145,67.3,1.5,6
 E Class,18990,Automatic,33599,Diesel,160,52.3,3.0,9
 C Class,14150,Semi-Auto,60597,Diesel,20,64.2,2.1,10
 C Class,15000,Manual,32254,Diesel,30,65.7,1.6,9
 B Class,16990,Semi-Auto,14717,Diesel,150,68.9,2.1,7
 C Class,22495,Semi-Auto,25399,Diesel,20,68.9,2.1,9
 A Class,14995,Semi-Auto,38907,Diesel,150,74.3,1.5,8
 E Class,39890,Automatic,3024,Hybrid,135,85.6,2.0,6
 C Class,28990,Automatic,1544,Diesel,145,64.2,2.0,6
 C Class,53990,Automatic,2225,Petrol,145,28.5,4.0,6
 E Class,35995,Automatic,2499,Diesel,145,57.7,2.0,6
 GLE Class,45995,Automatic,6500,Diesel,145,36.7,2.0,6
 C Class,18995,Manual,9098,Diesel,30,64.2,2.1,9
 C Class,28995,Automatic,4499,Diesel,145,64.2,2.0,6
 C Class,28995,Automatic,3500,Diesel,145,64.2,2.0,6
 C Class,31495,Automatic,3500,Diesel,145,48.7,2.0,6
 CL Class,17172,Manual,34960,Petrol,125,51.4,1.6,9
 E Class,16982,Semi-Auto,43446,Diesel,20,72.4,2.0,9
 E Class,37950,Semi-Auto,298,Diesel,150,42.8,2.0,5
 GLC Class,33000,Semi-Auto,28263,Petrol,305,34.0,3.0,8
 GLE Class,30300,Semi-Auto,11309,Diesel,265,42.8,3.0,8
 GLE Class,29800,Semi-Auto,7076,Diesel,150,47.9,2.1,8
 X-CLASS,28950,Automatic,13500,Diesel,260,35.8,2.3,7
 GLC Class,28490,Semi-Auto,49953,Diesel,145,56.5,2.1,8
 GLC Class,47890,Automatic,4025,Petrol,145,27.4,3.0,5
 E Class,35990,Semi-Auto,1499,Diesel,145,70.6,2.0,5
 C Class,65990,Semi-Auto,999,Petrol,145,28.0,4.0,5
 CL Class,30990,Semi-Auto,1783,Petrol,145,44.1,1.3,5
 A Class,24990,Semi-Auto,2044,Diesel,145,62.8,1.5,5
 CL Class,27990,Semi-Auto,999,Petrol,145,44.8,1.3,5
 E Class,35990,Semi-Auto,4025,Diesel,145,53.3,2.0,5
 A Class,22890,Manual,999,Petrol,145,47.1,1.3,6
 A Class,25490,Semi-Auto,1949,Petrol,145,53.3,1.3,6
 A Class,25490,Semi-Auto,999,Petrol,145,53.3,1.3,6
 A Class,25490,Semi-Auto,2425,Petrol,145,53.3,1.3,6
 C Class,32890,Semi-Auto,4025,Petrol,145,42.2,2.0,6
 GLC Class,35490,Semi-Auto,6840,Diesel,145,40.9,2.0,6
 S Class,55890,Semi-Auto,3380,Diesel,145,52.3,3.0,6
 E Class,16295,Semi-Auto,48807,Diesel,125,56.5,2.1,9
 C Class,15999,Semi-Auto,31273,Petrol,125,52.3,2.0,11
 C Class,18150,Semi-Auto,41356,Diesel,30,61.4,2.1,9
 C Class,18150,Semi-Auto,41356,Diesel,30,61.4,2.1,9
